family_id,scenario_id,mode,arm_id,all_generated_deadline_miss_rate,sender_airtime_us,background_throughput_mbps,all_generated_censored_mean_us
video_workload,video-workload-qualification-p18,adaptive,distributional_shadow_t2,0.008333333333333333,3664705.0,26.858800000000002,3433.9001736111113
video_workload,video-workload-qualification-p19,fixed,str_mlo_nmaxinflights_1,0.008611111111111111,3892198.25,26.34484,3699.314027777778
video_workload,video-workload-qualification-p19,fixed,score_aware_t2_v2,0.0044444444444444444,4213265.5,26.3436,3451.0740277777777
video_workload,video-workload-qualification-p19,fixed,distributional_shadow_t2,0.004166666666666667,4489400.25,26.34396,3344.990277777778
video_workload,video-workload-qualification-p19,adaptive,str_mlo_nmaxinflights_1,0.009583333333333333,3160828.0,26.34468,3235.9797222222223
video_workload,video-workload-qualification-p19,adaptive,score_aware_t2_v2,0.008333333333333333,3561659.75,26.344279999999998,3058.1669444444447
video_workload,video-workload-qualification-p19,adaptive,distributional_shadow_t2,0.007361111111111111,3751549.75,26.344279999999998,2991.4572222222223
video_workload,video-workload-qualification-p20,fixed,str_mlo_nmaxinflights_1,0.0077777777777777776,3843270.25,26.45928,2332.6477777777777
video_workload,video-workload-qualification-p20,fixed,score_aware_t2_v2,0.004907407407407407,4342764.0,26.45812,2310.2328703703706
video_workload,video-workload-qualification-p20,fixed,distributional_shadow_t2,0.007222222222222222,4472715.25,26.4586,2329.088888888889
video_workload,video-workload-qualification-p20,adaptive,str_mlo_nmaxinflights_1,0.008796296296296297,2949258.5,26.45864,1970.193888888889
video_workload,video-workload-qualification-p20,adaptive,score_aware_t2_v2,0.010555555555555554,3529890.25,26.45908,2094.7689814814817
video_workload,video-workload-qualification-p20,adaptive,distributional_shadow_t2,0.008425925925925925,3637097.5,26.45956,1980.470925925926
video_workload,video-workload-qualification-p21,fixed,str_mlo_nmaxinflights_1,0.004861111111111111,3329775.5,26.614800000000002,3189.3748611111114
video_workload,video-workload-qualification-p21,fixed,score_aware_t2_v2,0.004027777777777778,3943563.25,26.614,3200.818611111111
video_workload,video-workload-qualification-p21,fixed,distributional_shadow_t2,0.00375,4057511.25,26.61388,3160.7675
video_workload,video-workload-qualification-p21,adaptive,str_mlo_nmaxinflights_1,0.012222222222222223,2703633.0,26.61356,2908.9098611111112
